cpb,titulo,titulo_norm,pontuacao_total,n_festivais,lista_festivais,fonte,Oscar,Cannes,Berlim,Veneza,Sundance,Locarno,TIFF,San Seb.,Rotterdam,Annecy,Outros Intl,Havana,NYFF,BFI London,BAFTA,Globo de Ouro,Brasília,Gramado,Fest.Rio,Mostra SP
B1700396100000,NINGUÉM ESTÁ OLHANDO,ninguem esta olhando,22.0,12,Cine Ceará | Encontros de Cinema da Amércia Latina de Toulouse | Festival de Cinema de Roma | Festival de Cinema de Tribeca (Nova York) | Festival de Cinema de Varsóvia | Festival de Cinema e Cultura da América Latina de Biarritz | Festival do Rio | Festival Internacional de Cinema de Gijon | Festival Internacional de Cinema de Guadalajara | Festival Internacional de Film de Femmes | Frameline - Festival Internacional de Cinema LGBT de São Francisco | Zurich Film Festival,"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B1700605800000,LOS TERRITORIOS,los territorios,21.0,6,BAFICI | Festival de Cinema de Cartagena | Festival do Rio | Festival Internacional de Cinema de Roterdã | Festival Internacional de Cinema de Viena | Festival Internacional do Novo Cinema Latino-americano (Festival de Havana),"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B1700605000000,A MOÇA DO CALENDÁRIO,a moca do calendario,20.5,11,FEMINA - Festival Internacional de Cinema Feminino | Festival de Brasília | Festival Guarnicê de Cinema | Janela Internacional do Cinema | Mix Brasil | Mostra de Cinema de Tiradentes (Minas Gerais) | Mostra do Filme Livre | Mostra Internacional de Cinema de São Paulo | Panorama Internacional Coisa de Cinema | Queer Lisboa - Festival Internacional de Cinema Queer | Semana de Cinema,"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B1800422100000,DJON ÁFRICA,djon africa,20.0,9,Festival Internacional de Cinema de Durban | Festival Internacional de Cinema de Munique (Filmfest München) | Festival Internacional de Cinema de Roterdã | Festival Internacional de Cinema de São Francisco | Festival Internacional de Melbourne | New Directors New Films | Olhar de Cinema - Festival Internacional de Curitiba | Semana Internacional de Cine de Valladolid (Seminci) | Vancouver International Film Festival,"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B2200250200000,NOITES ALIENÍGENAS,noites alienigenas,20.0,6,FESTIN Lisboa | Festival de Cinema Brésilien de Paris | Festival de Gramado | Festival Guarnicê de Cinema | Festival Internacional de Cinema da Fronteira | Mostra Internacional de Cinema de São Paulo,"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B2100263400000,A VIAGEM DE PEDRO,a viagem de pedro,20.0,5,Academia Brasileira de Cinema [Grande Prêmio do Cinema Brasileiro] | Festival de Cinema Brasileiro de Miami | Festival do Rio | INDIELISBOA - Festival Internacional de Cinema Independente | Mostra Internacional de Cinema de São Paulo,"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B1700092500000,JOAQUIM,joaquim,20.0,3,Academia Brasileira de Cinema [Grande Prêmio do Cinema Brasileiro] | Festival Internacional de Cinema de Berlim | Festival Internacional do Novo Cinema Latino-americano (Festival de Havana),"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B2000335200000,MEU TIO JOSÉ,meu tio jose,20.0,4,Academia Brasileira de Cinema [Grande Prêmio do Cinema Brasileiro] | Festival do Rio | Festival Internacional de Animação - Annecy | Mostra Internacional de Cinema de São Paulo,"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B2000096300000,A MORTE HABITA À NOITE,a morte habita a noite,19.5,6,Cine Ceará | Festival de Cinema Brasileiro de Miami | Festival do Rio | Festival Internacional de Cinema de Roterdã | Festival Internacional de Viña del Mar | Festival Internacional do Novo Cinema Latino-americano (Festival de Havana),"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B2200146200000,KOBRA - AUTO-RETRATO,kobra - auto-retrato,19.5,5,Academia Brasileira de Cinema [Grande Prêmio do Cinema Brasileiro] | FESTIN Lisboa | Festival do Rio | Festival Internacional de Cinema de Miami | Mostra Internacional de Cinema de São Paulo,"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B1900203600000,NONA - SI ME MOJAN YO LOS QUEMO,nona - si me mojan yo los quemo,19.0,7,Festival do Rio | Festival Internacional de Cine de Mar del Plata | Festival Internacional de Cinema de Roterdã | Festival Internacional de Cinema de Valdivia | Festival Internacional de Cinema de Viena | FICUNAM | Olhar de Cinema - Festival Internacional de Curitiba,"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B1900320300000,A MULHER DA LUZ PRÓPRIA,a mulher da luz propria,19.0,11,Cine Esquema Novo - Festival de Cinema de Porto Alegre | FEMINA - Festival Internacional de Cinema Feminino | Festival do Rio | Festival Guarnicê de Cinema | Festival Internacional de Cinema do Uruguai | Festival Internacional de Viña del Mar | Festival Internacional do Novo Cinema Latino-americano (Festival de Havana) | Mostra de Cinema de Ouro Preto – CineOP | Mostra do Filme Livre | Olhar de Cinema - Festival Internacional de Curitiba | Panorama Internacional Coisa de Cinema,"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B2100266400000,MATAR A LA BESTIA,matar a la bestia,19.0,6,Festival de Cinema Ibero-americano de Huelva | Festival do Rio | Festival Internacional de Cine de Mar del Plata | Festival Internacional de Cinema de Guadalajara | Festival Internacional de Cinema de Toronto | Festival Internacional Mannheim Heidelberg,"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B1800387000000,TODAS AS CANÇÕES DE AMOR,todas as cancoes de amor,18.5,7,Academia Brasileira de Cinema [Grande Prêmio do Cinema Brasileiro] | FESTIN Lisboa | Festival de Cinema Brasileiro de Miami | Festival de Cinema Brésilien de Paris | Festival Internacional de Cinema de Punta Del Este | Festival Internacional do Novo Cinema Latino-americano (Festival de Havana) | Mostra Internacional de Cinema de São Paulo,"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B1800517200000,MEU NOME É DANIEL,meu nome e daniel,18.5,10,Festival de Cinema de Cartagena | Festival do Rio | IDFA - Festival Internacional de Documentários de Amsterdam | Mostra de Cinema de Tiradentes (Minas Gerais) | Mostra do Filme Livre | Mostra Internacional de Cinema de São Paulo | Olhar de Cinema - Festival Internacional de Curitiba | Panorama Internacional Coisa de Cinema | Semana de Cinema | SFF - Sydney Film Festival,"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B2100433800000,CARRO REI,carro rei,18.0,5,Festival de Gramado | Festival Internacional de Cinema de Roterdã | Festival Internacional do Novo Cinema Latino-americano (Festival de Havana) | Olhar de Cinema - Festival Internacional de Curitiba | Raindance Film Festival,"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B1900448200000,AOS OLHOS DE ERNESTO,aos olhos de ernesto,18.0,7,Academia Brasileira de Cinema [Grande Prêmio do Cinema Brasileiro] | Festival do Rio | Festival Internacional de Cinema de Busan | Festival Internacional de Cinema de Punta Del Este | Festival Internacional de Viña del Mar | Festival Internacional do Novo Cinema Latino-americano (Festival de Havana) | Mostra Internacional de Cinema de São Paulo,"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B1700307900000,A SOMBRA DO PAI,a sombra do pai,17.5,5,BAFICI | Festival de Brasília | Festival do Rio | Festival Internacional de Cinema de Tóquio | Panorama Internacional Coisa de Cinema,"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B1900027100000,AINDA TEMOS A IMENSIDÃO DA NOITE,ainda temos a imensidao da noite,17.5,8,BAFICI | Cine Esquema Novo - Festival de Cinema de Porto Alegre | Festival de Brasília | Festival de Cinema de Bogotá | Festival Internacional de Cinema do Uruguai | Festival Internacional do Novo Cinema Latino-americano (Festival de Havana) | IFFI - Festival Internacional de cinema da Índia (Goa) | Mostra Internacional de Cinema de São Paulo,"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B2100259600000,WANDERING HEART,wandering heart,17.0,6,Academia Brasileira de Cinema [Grande Prêmio do Cinema Brasileiro] | Donostia - Festival Internacional de Cinema de San Sebastián | Festival Internacional de Cinema de Chicago | Festival Internacional de Cinema de Málaga | Frameline - Festival Internacional de Cinema LGBT de São Francisco | Queer Lisboa - Festival Internacional de Cinema Queer,"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B2200212700000,OS PRIMEIROS SOLDADOS,os primeiros soldados,16.5,11,Festival de Cinema Brésilien de Paris | Festival de Cinema de Vitória | Festival de Cinema LGBTIQ+ de Londres - BFI Flare | Festival do Rio | Festival du Film Brésilien de Montreal | Festival Internacional Mannheim Heidelberg | IFFI - Festival Internacional de cinema da Índia (Goa) | Mostra de Cinema de Ouro Preto – CineOP | Mostra de Cinema de Tiradentes (Minas Gerais) | NewFest - Festival de Cinema e Mídias LGBTQ+ | Olhar de Cinema - Festival Internacional de Curitiba,"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B1900175200000,ENQUANTO ESTAMOS AQUI,enquanto estamos aqui,16.5,6,Art of the Real | Cine Esquema Novo - Festival de Cinema de Porto Alegre | Festival Internacional de Cinema de Roterdã | Forumdoc.bh - Festival do Filme Documentário e Etnográfico | Mostra Internacional de Cinema de São Paulo | Olhar de Cinema - Festival Internacional de Curitiba,"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B1800098700000,SIMONAL,simonal,15.5,7,FESTIN Lisboa | Festival de Cinema Brasileiro de Miami | Festival de Gramado | Festival do Rio | Festival Internacional de Cinema de Punta Del Este | Festival Internacional de Viña del Mar | Mostra Internacional de Cinema de São Paulo,"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B1900357900000,DIZ A ELA QUE ME VIU CHORAR,diz a ela que me viu chorar,15.5,5,Cinéma du Réel | Festival Internacional de Cinema do Uruguai | Festival Internacional do Novo Cinema Latino-americano (Festival de Havana) | Olhar de Cinema - Festival Internacional de Curitiba | Panorama Internacional Coisa de Cinema,"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B1700172000000,CIDADES FANTASMAS,cidades fantasmas,15.0,4,Docs MX - Festival Internacional de Documentário da Cidade do México | É Tudo Verdade | Festival de Gramado | Festival Internacional de Cinema de Guadalajara,"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B2000096200000,EDUARDO E MÔNICA,eduardo e monica,15.0,8,Academia Brasileira de Cinema [Grande Prêmio do Cinema Brasileiro] | Festival de Cinema Brésilien de Paris | Festival do Rio | Festival du Film Brésilien de Montreal | Festival Internacional de Cinema de Miami | Festival Internacional de Cinema de Punta Del Este | Festival Internacional do Novo Cinema Latino-americano (Festival de Havana) | Mostra de Cinema de Tiradentes (Minas Gerais),"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B1800090200000,AÇUCAR,acucar,15.0,7,FESTIN Lisboa | Festival do Rio | Festival Internacional de Cinema de Roterdã | Festival Internacional de Cinema do Uruguai | Janela Internacional do Cinema | Mostra do Filme Livre | Mostra Internacional de Cinema de São Paulo,"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B2200146400000,A FELICIDADE DAS COISAS,a felicidade das coisas,14.5,4,Festival de Cine de Mujeres – FEMCINE | Festival Internacional de Cinema de Roterdã | Mostra de Cinema de Tiradentes (Minas Gerais) | Mostra Internacional de Cinema de São Paulo,"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B2000525500000,O CLUBE DOS ANJOS,o clube dos anjos,14.5,5,Academia Brasileira de Cinema [Grande Prêmio do Cinema Brasileiro] | Black Nights Film Festival | Festival de Gramado | Festival do Rio | Mostra Internacional de Cinema de São Paulo,"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B1900307100000,NO CORAÇÃO DO MUNDO,no coracao do mundo,14.0,5,Encontros de Cinema da Amércia Latina de Toulouse | Festival Internacional de Cinema de Roterdã | Festival Trois Continents (Nantes) | INDIELISBOA - Festival Internacional de Cinema Independente | Mostra de Cinema de Tiradentes (Minas Gerais),"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B1900613700000,PARTIDA,partida,13.5,5,Academia Brasileira de Cinema [Grande Prêmio do Cinema Brasileiro] | Festival de Cinema Brasileiro de Miami | Festival de Cinema Málaga | Festival do Rio | Mostra Internacional de Cinema de São Paulo,"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B1800029300000,TODOS OS PAULOS DO MUNDO,todos os paulos do mundo,13.5,7,Academia Brasileira de Cinema [Grande Prêmio do Cinema Brasileiro] | Festival do Rio | Festival Internacional do Novo Cinema Latino-americano (Festival de Havana) | Janela Internacional do Cinema | Mostra de Cinema de Tiradentes (Minas Gerais) | Mostra Internacional de Cinema de São Paulo | Panorama Internacional Coisa de Cinema,"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B2200215900000,RAQUEL 1:1,raquel 1:1,13.5,4,Festival Internacional de Cinema de Guadalajara | LUCAS Internationales KinderFilmFestival | Mostra Internacional de Cinema de São Paulo | South by Southwest - Festival de Cinema e Música de Austin,"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B1800603500000,MEU AMIGO FELA,meu amigo fela,13.5,5,É Tudo Verdade | FESPACO - Festival Panafricano de Cinema | Festival de Cinema Brésilien de Paris | Festival Internacional de Cinema de Durban | Festival Internacional de Cinema de Roterdã,"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B1600441200000,A LUTA DO SÉCULO,a luta do seculo,13.5,4,Academia Brasileira de Cinema [Grande Prêmio do Cinema Brasileiro] | Festival do Rio | Mostra Internacional de Cinema de São Paulo | Panorama Internacional Coisa de Cinema,"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B1900235500000,TURMA DA MÔNICA - LAÇOS,turma da monica - lacos,13.5,4,Academia Brasileira de Cinema [Grande Prêmio do Cinema Brasileiro] | Festival de Gramado | LUCAS Internationales KinderFilmFestival | Mostra Internacional de Cinema de São Paulo,"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B2100032900000,LIMIAR,limiar,13.5,7,Festival de Cinema de Vitória | Festival de Cinema Málaga | Festival do Rio | Festival Internacional de Cinema de Durban | Festival Internacional de Documentários Hot Docs | Festival Mix Brasil de Cultura da Diversidade | Queer Lisboa - Festival Internacional de Cinema Queer,"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B1600708000000,FALA COMIGO,fala comigo,13.5,4,BAFICI | Festival de Cinema Brasileiro de Miami | Festival do Rio | Festival Internacional do Novo Cinema Latino-americano (Festival de Havana),"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B1900494500000,FÉ E FÚRIA,fe e furia,13.0,5,Festival do Rio | Festival Internacional de Cine Político | Festival Internacional do Novo Cinema Latino-americano (Festival de Havana) | Forumdoc.bh - Festival do Filme Documentário e Etnográfico | IDFA - Festival Internacional de Documentários de Amsterdam,"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B2000319700000,ANA. SEM TITULO,ana. sem titulo,13.0,6,Festival de Cine de Mujeres – FEMCINE | Festival de Cinema Brasileiro de Miami | Festival Internacional de Cinema de Moscou | Festival Internacional de Viña del Mar | Festival Internacional do Novo Cinema Latino-americano (Festival de Havana) | Mostra Internacional de Cinema de São Paulo,"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B2000227100000,MEU QUERIDO SUPERMERCADO,meu querido supermercado,13.0,4,É Tudo Verdade | Festival Internacional de Cinema de Guadalajara | IDFA - Festival Internacional de Documentários de Amsterdam | Visions du Réel (Nyon),"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B1800405900000,MORTO NÃO FALA,morto nao fala,12.5,5,BFI - Festival de Cinema de Londres | Festival do Rio | Festival Internacional de Cinema da Fronteira | Festival Internacional de Cinema de Roterdã | Sitges - Festival Internacional de Cinema Fantástico da Catalunha,"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B1800514700000,SOBRE RODAS,sobre rodas,12.5,6,Chicago Children - Festival de Cinema Infantil de Chicago | Festival de Brasília | Festival de Gramado | Festival do Rio | Mostra de Cinema de Tiradentes (Minas Gerais) | Panorama Internacional Coisa de Cinema,"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B1700151900000,O FILME DA MINHA VIDA,o filme da minha vida,12.5,4,Festival de Cinema Brésilien de Paris | Festival Internacional de Cinema de Durban | Festival Internacional de Cinema de Guadalajara | Festival Internacional do Novo Cinema Latino-americano (Festival de Havana),"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B1900583200000,CIDADE PÁSSARO,cidade passaro,12.0,3,Festival Internacional de Cinema de Berlim | Festival Internacional do Novo Cinema Latino-americano (Festival de Havana) | Mostra Internacional de Cinema de São Paulo,"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B1700424500000,YONLU,yonlu,12.0,4,Festival de Gramado | Festival do Rio | Festival Internacional de Cinema de Valdivia | Mostra Internacional de Cinema de São Paulo,"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B2000081700000,ELA E EU,ela e eu,12.0,6,Chicago Latino Film Festival | Festival de Brasília | Festival de Cinema Brasileiro de Miami | Festival do Rio | Festival Guarnicê de Cinema | IFFK - International Film Festival of Kerala,"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B1700513700000,O NOME DA MORTE,o nome da morte,12.0,3,Academia Brasileira de Cinema [Grande Prêmio do Cinema Brasileiro] | Festival do Rio | Mostra Internacional de Cinema de São Paulo,"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B1700614000000,MOTORRAD,motorrad,12.0,3,Festival do Rio | Festival Internacional de Cinema de Toronto | Festival Internacional do Novo Cinema Latino-americano (Festival de Havana),"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B2000240300000,JESUS KID,jesus kid,12.0,2,Academia Brasileira de Cinema [Grande Prêmio do Cinema Brasileiro] | Festival de Gramado,"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B2000158900000,CHORÃO: MARGINAL ALADO,chorao: marginal alado,12.0,3,Academia Brasileira de Cinema [Grande Prêmio do Cinema Brasileiro] | Festival do Rio | Mostra Internacional de Cinema de São Paulo,"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B1900272800000,UMA BAÍA,uma baia,12.0,3,Festival de Cinema de Cartagena | Festival do Rio | Festival Internacional de Documentários e Animação de Leipzig,"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B1900577700000,FICO TE DEVENDO UMA CARTA SOBRE O BRASIL,fico te devendo uma carta sobre o brasil,12.0,2,É Tudo Verdade | IDFA - Festival Internacional de Documentários de Amsterdam,"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B1800549200000,RASGA CORAÇÃO,rasga coracao,11.5,4,Academia Brasileira de Cinema [Grande Prêmio do Cinema Brasileiro] | Festival do Rio | Festival Internacional de Cinema da Fronteira | Mostra Internacional de Cinema de São Paulo,"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B1700509000000,BIO,bio,11.0,4,Festival de Gramado | Festival do Rio | Festival Internacional de Cinema de Punta Del Este | Mostra Internacional de Cinema de São Paulo,"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B1700606900000,CAMOCIM,camocim,11.0,6,Festival de Brasília | Festival de Cinema Málaga | Janela Internacional do Cinema | Mostra de Cinema de Tiradentes (Minas Gerais) | Mostra Internacional de Cinema de São Paulo | Olhar de Cinema - Festival Internacional de Curitiba,"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B1700306100000,ANTES QUE EU ME ESQUEÇA,antes que eu me esqueca,11.0,7,FESTIN Lisboa | Festival de Cinema Brasileiro de Miami | Festival de Cinema Brésilien de Paris | Festival de Cinema de Shangai | Festival du Film Brésilien de Montreal | IFFI - Festival Internacional de cinema da Índia (Goa) | Mostra Internacional de Cinema de São Paulo,"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B1900093000000,A JANGADA DE WELLES,a jangada de welles,10.5,7,Academia Brasileira de Cinema [Grande Prêmio do Cinema Brasileiro] | FESTIN Lisboa | Festival de Cinema Brasileiro de Miami | Festival de Cinema Brasileiro de Nova York | Festival Internacional de Cinema e Vídeo Ambiental - FICA | Mostra de Cinema de Ouro Preto – CineOP | Mostra Internacional de Cinema de São Paulo,"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B2100259000000,MEDIDA PROVISÓRIA,medida provisoria,10.5,5,Chicago Latino Film Festival | FESTIN Lisboa | Festival de Cinema Brasileiro de Miami | Festival de Cinema Brésilien de Paris | Festival do Rio,"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B1700615400000,O DESMONTE DO MONTE,o desmonte do monte,10.5,5,Academia Brasileira de Cinema [Grande Prêmio do Cinema Brasileiro] | Encontros de Cinema da Amércia Latina de Toulouse | Mostra de Cinema de Ouro Preto – CineOP | Mostra do Filme Livre | Panorama Internacional Coisa de Cinema,"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B1900269000000,SEM DESCANSO,sem descanso,10.5,5,ATLANTIDOC - Festival Internacional de Cinema Documentário | Festival do Rio | Festival Internacional do Novo Cinema Latino-americano (Festival de Havana) | Panorama Internacional Coisa de Cinema | Thessaloniki International Film Festival,"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B1600243000000,REDEMOINHO,redemoinho,10.5,4,FESTIN Lisboa | Festival de Cinema Brésilien de Paris | Festival do Rio | Festival Internacional de Cinema de Punta Del Este,"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B1800046600000,LEGALIZE JÁ - AMIZADE NUNCA MORRE,legalize ja - amizade nunca morre,10.0,3,Academia Brasileira de Cinema [Grande Prêmio do Cinema Brasileiro] | Festival do Rio | Mostra Internacional de Cinema de São Paulo,"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
